site,sector,country,tls_version,key_exchange,cdn,attribution
gandi.net,control,FRANCE,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
goo.gl,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
googlesyndication.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
yahoo.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cloud.microsoft,control,USA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
msn.com,control,USA,TLSv1.3,"ECDH, secp521r1, 521 bits",Azure Front Door,No PQC
ntp.org,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
cloudflare.net,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC own effort
vimeo.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
googledomains.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
chatgpt.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
windows.net,control,USA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
wa.me,control,USA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
telekom.de,telco,GERMANY,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
myfritz.net,control,GERMANY,TLSv1.3,"X25519, 253 bits",Rackspace,No PQC
roblox.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tiktokv.com,control,CHINA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
qq.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
cloudflare-dns.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC own effort
yandex.net,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
baidu.com,control,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
nginx.org,control,USA,TLSv1.2,"X25519, 253 bits",Amazon (AWS),No PQC
workers.dev,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mozilla.org,control,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
opera.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nic.ru,control,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
windows.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
yandex.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
samsung.com,control,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Samsung SDS,No PQC
sentry.io,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
google-analytics.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
nginx.com,control,USA,TLSv1.3,"ECDH, prime256v1, 256 bits",F5,No PQC
wordpress.com,control,USA,TLSv1.3,X25519MLKEM768,Automattic,PQC own effort
ui.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
office365.com,control,USA,TLSv1.3,"ECDH, secp521r1, 521 bits",Microsoft (Azure),No PQC
bit.ly,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
okcdn.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
discord.gg,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
criteo.com,control,FRANCE,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
t.me,control,INTL,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
googleadservices.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
trbcdn.net,control,RUSSIA,TLSv1.3,"ECDH, secp384r1, 384 bits",CDNvideo,No PQC
blogspot.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
europa.eu,gov,EU,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
vk.com,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
f5.com,control,USA,TLSv1.3,"ECDH, prime256v1, 256 bits",F5,No PQC
epicgames.com,control,USA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
b-cdn.net,control,USA,TLSv1.3,"X25519, 253 bits",CDN77,No PQC
unity3d.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
mailinabox.email,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
amazon-adsystem.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
app-measurement.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC via provider
github.io,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
amazonvideo.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC own effort
apache.org,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
prodregistryv2.org,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
nih.gov,gov,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
kaspersky.com,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
dns.google,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
gravatar.com,control,USA,TLSv1.3,X25519MLKEM768,Automattic,PQC via provider
outlook.com,control,USA,TLSv1.3,"ECDH, secp384r1, 384 bits",Microsoft (Azure),No PQC
app-analytics-services.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC via provider
xiaomi.com,control,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
forms.gle,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
reg.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
archive.org,control,USA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
godaddy.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
vkuserphoto.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tumblr.com,control,USA,TLSv1.3,X25519MLKEM768,Automattic,PQC own effort
one.one,control,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
applovin.com,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
aliyuncs.com,control,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
webex.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
adobe.io,control,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
flickr.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
userapi.com,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
example.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
soundcloud.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
adtrafficquality.google,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
medium.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
w3.org,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
rubiconproject.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
taboola.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
cnn.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
vungle.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
theguardian.com,media,UK,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
avast.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
creativecommons.org,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
forbes.com,media,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
ozon.ru,retail,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
pubmatic.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
bbc.com,media,UK,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
cpanel.net,control,USA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
weather.com,media,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
t.co,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
adnxs.com,control,USA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
sciencedirect.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
researchgate.net,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
oxylabs.io,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gmail.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
youtube-nocookie.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
pki.goog,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC via provider
mit.edu,university,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
roku.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sourceforge.net,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
adsafeprotected.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
android.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
canva.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ubuntu.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
doi.org,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
t-online.de,media,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
meraki.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
nic.direct,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
nist.gov,gov,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
scorecardresearch.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
miui.com,control,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
imdb.com,media,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
casalemedia.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
doubleverify.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
telegram.org,control,USA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
who.int,gov,INTL,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cisco.com,control,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
hubspot.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
adsrvr.org,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
triplinkintl.com,control,USA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
linktr.ee,control,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
openai.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
launchpad.net,control,UK,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wikimedia.org,control,USA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
mts.ru,telco,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
lencr.org,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
hp.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
springer.com,control,GERMANY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
autodesk.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
tinyurl.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
reuters.com,media,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
mozilla.com,control,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
etsy.com,retail,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
drom.ru,retail,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
wiley.com,control,USA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
alibaba.com,retail,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
nature.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
harvard.edu,university,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
steampowered.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
debian.org,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
php.net,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
amazon.co.uk,retail,UK,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
vk.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
weibo.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
aol.com,media,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
ea.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
issuu.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
gnu.org,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
checkpoint.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
weebly.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cdc.gov,gov,USA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
wildberries.ru,retail,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
opendns.com,control,USA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
tradingview.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
mi.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Akamai,No PQC
trustpilot.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
ivi.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
naver.com,control,KOREA,TLSv1.3,X25519MLKEM768,Naver Cloud,PQC own effort
wsj.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
washingtonpost.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
aliyun.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
bilibili.com,control,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
dell.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
google.cn,control,CHINA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
cnbc.com,media,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
dailymail.co.uk,media,UK,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
dailymotion.com,control,FRANCE,TLSv1.3,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
bloomberg.com,media,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
nvidia.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
nasa.gov,gov,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
temu.com,retail,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
yahoo.co.jp,control,JAPAN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tp-link.com,control,CHINA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
vivoglobal.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Zenlayer,No PQC
yandex.com,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
unsplash.com,control,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
indeed.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
calendly.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
amazon.de,retail,GERMANY,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
globo.com,media,BRAZIL,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
arubanetworks.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
gitlab.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
duckduckgo.com,control,USA,TLSv1.3,X25519MLKEM768,Microsoft (Azure),PQC via provider
zendesk.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
espn.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
businessinsider.com,media,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
supercell.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
pixabay.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
163.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
line.me,control,JAPAN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
brave.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
steamcommunity.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
intel.com,control,USA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
taobao.com,retail,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
go.com,media,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
statista.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
netease.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
aliexpress.com,retail,CHINA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
speedtest.net,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
duolingo.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
mcafee.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
t-mobile.com,telco,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
mikrotik.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
quora.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
eventbrite.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
bsky.app,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
hostgator.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ietf.org,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sohu.com,control,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
goodreads.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
scribd.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
mysql.com,control,USA,TLSv1.2,"X25519, 253 bits",Oracle Cloud,No PQC
gosuslugi.ru,gov,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
npr.org,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
name.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mediatek.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
walmart.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
sberbank.ru,bank,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
paloaltonetworks.com,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
foxnews.com,media,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
shein.com,retail,CHINA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
giphy.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
sina.com.cn,control,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
slideshare.net,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
stackoverflow.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
indiatimes.com,media,INDIA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
amazon.co.jp,retail,JAPAN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
google.de,control,GERMANY,TLSv1.3,X25519MLKEM768,Google,PQC own effort
substack.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
behance.net,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
fandom.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
nbcnews.com,media,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
docker.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
okta.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
wired.com,media,USA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
firefox.com,control,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
blogger.com,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
ft.com,media,UK,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
jquery.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
uol.com.br,media,BRAZIL,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
time.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
360.cn,control,CHINA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
trendmicro.com,control,USA,TLSv1.3,"ECDH, secp384r1, 384 bits",Akamai,No PQC
arxiv.org,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
capcut.com,control,CHINA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
patreon.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
usatoday.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
deviantart.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
visualstudio.com,control,USA,TLSv1.3,"ECDH, secp521r1, 521 bits",Azure Front Door,No PQC
2gis.com,control,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
google.com.hk,control,USA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
eset.com,control,USA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
grammarly.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
wix.com,control,USA,TLSv1.3,"X25519, 253 bits",Wix,No PQC
teamviewer.com,control,GERMANY,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
fast.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
tandfonline.com,control,UK,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
atlassian.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
deere.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
oup.com,control,UK,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
ca.gov,gov,USA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
telegraph.co.uk,media,UK,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
deepl.com,control,GERMANY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cornell.edu,university,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
surveymonkey.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
rakuten.co.jp,retail,JAPAN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
avito.ru,retail,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
target.com,retail,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
berkeley.edu,university,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
playstation.com,control,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
ieee.org,control,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
apnews.com,media,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
free.fr,telco,FRANCE,TLSv1.3,"X25519, 253 bits",Free (hosting),No PQC
digitalocean.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mdpi.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
verisign.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
jotform.com,control,USA,TLSv1.3,"X25519, 253 bits",Google,No PQC
accuweather.com,media,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
britannica.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
claude.ai,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
loc.gov,gov,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
squarespace.com,control,USA,TLSv1.3,X25519MLKEM768,Squarespace,PQC own effort
redhat.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
nintendo.com,control,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
threads.com,control,USA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
amazon.fr,retail,FRANCE,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
independent.co.uk,media,UK,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
cbsnews.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
cnet.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
viber.com,control,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
nike.com,retail,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
elpais.com,media,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
sagepub.com,control,USA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
yelp.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
imgur.com,control,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
unesco.org,gov,INTL,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
dreamhost.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
techcrunch.com,media,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
amazon.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
noaa.gov,gov,USA,TLSv1.2,"X25519, 253 bits",Amazon CloudFront,No PQC
